,user,song,play_count,interest,score
8479,189f3d247c01e8319458d82ed68cbaf3112fe9fb,SOZCDWG12A6D4F81E1,2,1,1
21815,138d73356c23e6e12aa82fb5dc9225428c196464,SOSINBC12A67ADAEF6,1,0,1
14964,7acf37b7dd44f5f0016cd9a6c38d3cb6655c6cbb,SOMEUED12A6701DBEA,1,0,1
32876,13a2d690b099bcd3fdd256bd39aa14edadd5db08,SODJWHY12A8C142CCE,8,1,1
3668,25f83a09541073b1bde62e6e513cb938d3b148de,SOLGLUC12AB018A8FA,13,1,1
24888,b4565d87a53751d2370be4247718b699f7fff028,SOSYHME12A8C135DD8,1,0,1
2564,70caceccaa745b6f7bc2898a154538eb1ada4d5a,SOSJFDH12A8C143096,1,0,1
11962,b4357696b37950c23ce4e87f7e8620071f65fc44,SOJEVHC12A8C13C3E5,1,0,1
37343,d964fc033291078031d117ed10adfb615948256d,SOMCMKG12A8C1347BF,1,0,1
36611,f02ef1e670319151d2d27f4215fb16a973f7de2f,SOPGCOH12A8C139789,1,0,1
26080,0618bf6227486c545a548a649d32cee247dd198d,SOFKABN12A8AE476C6,2,1,1
8804,1f91494ea547a8eb6168ba08735a667667c47e04,SOAXGDH12A8C13F8A1,1,0,1
27795,0469bfcd3e17b383cbf1a362af8844a44339998d,SOFRCGW12A81C21EA6,17,1,1
24626,7bcddb67f19237b576a04ffba65bbb5436085f36,SOPLAHV12A8C13D110,6,1,1
4464,1fbb0f6de552dec6eff67288fbaf3efeae2a2427,SOYELXR12A8C14153A,26,1,1
21023,543818a011c5ef09d85e2bb0c0e8427f83af35e0,SOYGKNI12AB0187E6E,2,1,1
35062,954469357b2434a20c76e940eca93185141b7f9b,SORFVMQ12AB0184135,4,1,1
29853,2b3e60309a89ea57df2f9ffe7dcb5871fcc8bc83,SOXILLO12A6310F1B6,1,0,1
6240,0c68affd09224b5231f656c31aec29505da2f661,SOIBLKQ12AB0183E85,2,1,1
19822,d66c5b1be56e90603867af719662c9ac2efeb9f0,SOUJVIT12A8C1451C1,8,1,1
37394,d964fc033291078031d117ed10adfb615948256d,SOUOEMP12A8C13866E,1,0,1
17086,fcbc6bdcec1f293d1d03bbf3c64f613e59acbfe0,SOITRTA12A6D4F8261,40,1,1
25522,1ff6d6bf0ec7ad1c288a48d6e06fd5ad708877d9,SOPIEIJ12A6D4F8F81,1,0,1
20344,a0169cbcc939f1ef5fded0e109f71525936498cc,SOWSSRH12A58A7CE5D,1,0,1
35776,dc543ff951c23be4e9e8fdf6f39a23cef85f3b5e,SOTXDCY12AF729A39B,7,1,1
32724,c7417a59a6d67ef869bf970671b5246c4e3e16d6,SOUGCDK12AC95F075F,6,1,1
4843,79a1ba30cec2ee1509f3c2df697916fe901b37e9,SOCVTLJ12A6310F0FD,1,0,1
33236,6a3657565b45f103af50ec87321e36712f098aba,SOWKRRE12A6702073E,2,1,1
32737,c7417a59a6d67ef869bf970671b5246c4e3e16d6,SOVDSJC12A58A7A271,14,1,1
34724,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOUGAYN12A6D4F6E90,1,0,1
32608,c7417a59a6d67ef869bf970671b5246c4e3e16d6,SOIZLKI12A6D4F7B61,8,1,1
6814,b6294fa6a76a84789d038b7133ddc308391bacc6,SOWEHOM12A6BD4E09E,70,1,1
16323,934438129c278fe6bb3de6a3275dba13891674ab,SOYNJCS12A67ADE35F,1,0,1
8953,33e54fd5947474ddce07fb284ac469d9664e7a73,SONIQRE12AF72A2B02,1,0,1
19264,726da71c2c2ea119119a7957517fccd028d1be76,SORAHAG12AB0182BD0,9,1,1
10147,f2a03543373cfed80f076f3337360630f084ad30,SOLWAHM12AB018EBC8,6,1,1
23747,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SOPREHY12AB01815F9,1,0,1
29450,20ecc83aa91f1aa3f08ec0e7c21777f8d85ee7e5,SOXKOIY12A8C13C1EA,6,1,1
29307,3bcd2749896db47dec4ea21cbca3494e3c5560c1,SOUNZHU12A8AE47481,14,1,1
36342,146ad3a976414133d661a070b20f62edfc958d52,SOPVQLJ12A67AE2281,1,0,1
18667,39507f8b1baca174ccb5b1c9c08dd46a05442350,SOQAJHW12AB0186004,22,1,1
1692,53f5a96ce4fe0b735815c877e225225e95061b1b,SOVIKOY12AB018627D,1,0,1
34258,bd82eefb8f1ddc894b48ee2baca28c89ff70710d,SOWEUOO12A6D4F6D0C,1,0,1
28173,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SOSINBC12A67ADAEF6,1,0,1
16210,934438129c278fe6bb3de6a3275dba13891674ab,SOFRQTD12A81C233C0,13,1,1
7300,2fa58dbe45db621eadad025c7bf3e30957eee321,SOJEVHC12A8C13C3E5,2,1,1
20827,2e259fa6ebcc8b4df0ee93b8a9b94f3dce8b4272,SOZGDUH12AF72A6DB2,12,1,1
36234,3877e44d4632df125ec8a838aae59eb04d36f9d6,SOSFSWB12AB018C99A,12,1,1
17875,f0da5f1500f48e04e8162df28ebbeb1d5eca3cc9,SOCVTLJ12A6310F0FD,2,1,1
9530,113255a012b2affeab62607563d03fbdf31b08e7,SOWVNWB12A8C133171,2,1,1
23223,c4ba936dabbf1a09945bc9073126384778075229,SOPPROJ12AB0184E18,8,1,1
29650,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOSEUUV12A6701E93C,10,1,1
16735,222542d2ce54e6949f9346d331dd8a028b044826,SOZBZSY12A6D4FA404,1,0,1
26832,e9073fcbe8aa26ed90752c7d620a611fbc3f0b9c,SOHNVHC12A6D4F95AB,23,1,1
20526,9a285ec67a19e65bc86ff3a8b6b23463e579be3a,SOPTLQL12AB018D56F,4,1,1
23142,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOZCDWG12A6D4F81E1,4,1,1
24889,b4565d87a53751d2370be4247718b699f7fff028,SOTSRUQ12A81C22359,1,0,1
13837,7292940e88718a59e8310c6f53363fd5a76e7651,SOGTDJQ12A8C13324F,1,0,1
17999,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SONYKOW12AB01849C9,6,1,1
24504,ba43e2ef9ea08ae36dbb127d9af34b61536219c9,SOPZKGR12A6D4F3F3A,3,1,1
27636,bedad07238f60df86cb77b2d4ef1441c8f0b3a3b,SOXKGUD12A58A7C687,1,0,1
29537,1272d32979a6ecd4f8b48cf25c9738c2298e0b4f,SOZARJQ12A6D4F66CE,1,0,1
34700,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SORWLTW12A670208FA,7,1,1
23274,c4ba936dabbf1a09945bc9073126384778075229,SOYGHOJ12A6701FFBA,1,0,1
14474,281deab3afccc906251ef67a8eda2b9f9baec459,SONYKOW12AB01849C9,16,1,1
25545,1ff6d6bf0ec7ad1c288a48d6e06fd5ad708877d9,SOUFTBI12AB0183F65,6,1,1
27809,0469bfcd3e17b383cbf1a362af8844a44339998d,SOKUPAO12AB018D576,18,1,1
25877,0aae6978a0342cf0c356aa8a28ec6516df684025,SOIIOUS12A8AE47E20,15,1,1
1673,53f5a96ce4fe0b735815c877e225225e95061b1b,SOPVQLJ12A67AE2281,2,1,1
34819,6c99ae7e53e91f7e839444b2f00c8503a4a10fcf,SOVRZIX12AAF3B2A32,1,0,1
10937,c2d78d260f5bddc3fa2db228bb72ccae6ff7a8e1,SOEYVHS12AB0181D31,1,0,1
27926,951976e7c0d096e83cfbef63febae9332c862556,SOXJHPY12AF72A5227,8,1,1
16247,934438129c278fe6bb3de6a3275dba13891674ab,SOPQLBY12A6310E992,4,1,1
1933,48567d388c6a7dda0e9d0a7b6648bdb42440475c,SOGTQNI12AB0184A5C,19,1,1
10807,bc81c5b7464294e6790a8346c8717da4675fbf70,SOKNWRZ12A8C13BF62,4,1,1
12929,25882dd48e8b21d31242bb54d4a261e907dbf96a,SOKMHKY12AF72AB079,3,1,1
30919,4f9827b79319210f9e35259bce0587cf04f74a03,SORWLTW12A670208FA,1,0,1
35691,2744a71984cdf296fb94de2b9d5aa0f065ffb1ab,SOVWADY12AB0189C63,2,1,1
12850,7ce93f17fcdfe671e20526527eaf2a4812462171,SOKUTUM12A6701D9CD,15,1,1
13122,a41d3edbc2798b6800fe15845a979150eb244b85,SOWCKVR12A8C142411,3,1,1
14967,7acf37b7dd44f5f0016cd9a6c38d3cb6655c6cbb,SOMYECL12A6701D9C8,2,1,1
32034,c2dbf6f4c32dc36af4d6fadb16cd8b79c64a6aa8,SOUTGUB12AB017DC5B,8,1,1
35368,0fb08af6e4cd85e39f0c939097792a95be3431ee,SOVTLQW12AB0186641,3,1,1
26941,5a52cd6d11b7303292acfde82fe308189c49d829,SOZXBIS12A8AE44A2E,1,0,1
7616,8c8478dbb04dd12e77e215ee8a65c5c9163afec2,SOMDVSL12A6D4F7230,62,1,1
8550,40436a67317cf9cc8c835cdbc088222f932ca3b1,SOBONKR12A58A7A7E0,2,1,1
3049,0a4c3c6999c74af7d8a44e96b44bf64e513c0f8b,SOYDTRQ12AF72A3D61,4,1,1
30626,b7c24f770be6b802805ac0e2106624a517643c17,SODJWHY12A8C142CCE,14,1,1
18818,99259b34141119e5577009ae478cb9bf3f47f34d,SOYDTRQ12AF72A3D61,12,1,1
16647,53006f973449ada11eb09dee2b39f6a0e80cb286,SOPUCYA12A8C13A694,14,1,1
27240,94381c9d81f0c76563707de2ce2b2ace5a5be398,SOKZZGT12A67ADA4C3,6,1,1
12314,5996aa0d1a973619e5a950c7f9b7f0132e0f865c,SOYGKNI12AB0187E6E,1,0,1
18752,e0f516b4485a9c74872ed1481661910ffd4f5352,SOFEGST12A58A7D682,10,1,1
28974,c6407c06bb11a4fc74b1dbbd4b4474d89581f08b,SOPCTBB12AF72A1B64,3,1,1
28151,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SOOWPBJ12A8C137FB4,1,0,1
25642,3b93435988354b1889de1e71810d1dd65c4ba17c,SOZBZFF12A6310F12D,3,1,1
3293,4be305e02f4e72dad1b8ac78e630403543bab994,SOPXKYD12A6D4FA876,39,1,1
29098,51737e957624c4dd888ae6ea6cd066754e43553f,SOQZBYZ12A6701E7B0,1,0,1
32545,68bfa6f926e2b47eefe4ca41a2b1eb7b4d4fc001,SOWEBRA12A6701F115,3,1,1
19288,726da71c2c2ea119119a7957517fccd028d1be76,SOTSPVI12A6D4FA446,7,1,1
23390,b7032f457c624e23113c39b2f9c444a961c3fdf8,SOGSAYQ12AB018BA14,1,0,1
29060,e58e9da7ba717f1bc6079626d5513530dd8f9b97,SOSYHME12A8C135DD8,13,1,1
28476,58d29c8e14facc36c16c0bf3e567cd7c9b742861,SOPZVSB12A8C13E2EF,5,1,1
5161,e0152edeec1154b620b083fbb095f1f0f4de5e2e,SOSBKKN12A8C1384B4,7,1,1
9041,5339907639d69d89e0447aad8e0277d5e455dc76,SORALYQ12A8151BA99,3,1,1
18725,b4cfdefb94d1df6714c9962923edb73470e6fa7b,SOTKMXA12A6D4F672F,6,1,1
17517,ab792cde4fb868b3cf232791f173f7fd5e2ee83d,SOXILLO12A6310F1B6,1,0,1
23256,c4ba936dabbf1a09945bc9073126384778075229,SOWCBKV12AC90732A6,2,1,1
24276,cf816f2ddcc462856d7df4b0db9e1f17f91e93b5,SOOEEPE12A8AE459A4,1,0,1
5918,3a6553c25f5dce3dbbbedc429496d40bf913e354,SOZZIOH12A67ADE300,2,1,1
32721,c7417a59a6d67ef869bf970671b5246c4e3e16d6,SOUDLVN12AAFF43658,14,1,1
7670,6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SODGVGW12AC9075A8D,3,1,1
7343,e8f6a8d06b0096737dec1a9f44c3d48cd9e5e4b8,SOFRQTD12A81C233C0,1,0,1
31390,e46932327dfffa6ec69dbadbe9dd883a3a383673,SOWKRRE12A6702073E,11,1,1
22717,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SOXLKNJ12A58A7E09A,1,0,1
18206,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOMGVYU12A8C1314FF,47,1,1
25621,3b93435988354b1889de1e71810d1dd65c4ba17c,SOUUZPU12A6701FB90,2,1,1
20976,6bfaf522b9bfb59370d8adfa7f6093579502d775,SOYIYFF12A6701D22F,1,0,1
34559,c0dc381d5ddf02f5182179c164ca65db6c8f572b,SOQLUTQ12A8AE48037,4,1,1
15330,c47e1a887a1b437dc9acd19af5592c414bb6ca86,SOYALKY12A8C137576,25,1,1
19927,ac4f4bf7db2d60ee8fdb4c382d7cf82ee58a14d4,SOKUPAO12AB018D576,1,0,1
23926,d2423c01882062ac950909b0ffe96b30e54ab063,SOUDLVN12AAFF43658,3,1,1
35937,ec06a94669597cdc8d1360c6a906aa95333326e8,SOBOUPA12A6D4F81F1,2,1,1
27320,002b63a7e2247de6d62bc62f253474edc7dd044c,SONEJIJ12AB0185727,2,1,1
789,67874d1a189c83326c529e554be6f7acf55effae,SOTEKMT12A67AD954E,11,1,1
31450,c405c586f6d7aadbbadfcba5393b543fd99372ff,SONHWUN12AC468C014,5,1,1
22398,a2758cfd225f99b0494d98b3e7c65920345f95c8,SOKKKZW12A6D4F7F88,1,0,1
31041,e6b18cffa2afad9245b7d9eb08390efeebef1f3b,SOXPDDQ12A58A76829,8,1,1
20400,421e2927fcc64aa9d90b4120cd93cb3c682b749d,SOXLSBV12AB018397A,1,0,1
6385,e3d45fa4071c85b044191cabf0284e74c744a037,SOEYVHS12AB0181D31,2,1,1
11793,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOWYFFH12AAF3B4C65,1,0,1
25193,d19e8c59d207bf3e3c7ca0248a1fa684c00d006b,SOQKNEO12A58A78EE7,1,0,1
7892,26d74cbc4f61ec6078ebcb70d029304cc7b8bc98,SOMRYYN12A6310F0F3,1,0,1
13759,aba3117aae6344fb8d28c711b87b2aa3f1c4be75,SOXLSBV12AB018397A,1,0,1
32959,13a2d690b099bcd3fdd256bd39aa14edadd5db08,SOVBRCP12A6701D7B5,2,1,1
23351,738759001498928d8dcb054cd53a1a0cfc200d36,SOYFMNU12AB0181435,2,1,1
35125,954469357b2434a20c76e940eca93185141b7f9b,SOZUVYE12AB017CA2D,5,1,1
8414,189f3d247c01e8319458d82ed68cbaf3112fe9fb,SOTCMDJ12A6D4F8528,22,1,1
29901,7a5c1696deb4b6acc6abf6252b996992dd33a2a0,SOEYVHS12AB0181D31,3,1,1
8810,1f91494ea547a8eb6168ba08735a667667c47e04,SODJWHY12A8C142CCE,1,0,1
10459,6dd66914c6574b719c72cff866c9ba2fb596b3e1,SOQAJHW12AB0186004,2,1,1
18267,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOSJFDH12A8C143096,1,0,1
30649,b7c24f770be6b802805ac0e2106624a517643c17,SOHFJAQ12AB017E4AF,12,1,1
17276,6e0a8e9103ad7d68e63d350fbff3386c75613ab2,SOUSZSW12AB01800C2,1,0,1
15018,7acf37b7dd44f5f0016cd9a6c38d3cb6655c6cbb,SOYQQAC12A6D4FD59E,3,1,1
24907,a3070ea64e61f871d41f27891f11f2753096eb3c,SOLJWIQ12A6D4FA875,10,1,1
31972,a403e8052c47447959193e549dc6b609e6724466,SOYCHDB12A8C13F2C8,2,1,1
12638,1b7f854554b1720763e7b02470ba8d35b54c4358,SOSCDWE12AB01823C4,9,1,1
9913,4ae01afa8f2430ea0704d502bc7b57fb52164882,SOLTIVF12AAFF43797,10,1,1
34909,eb69f5a5465388b63fe66a410f7c58e17fb7bade,SOSXLTC12AF72A7F54,20,1,1
8932,33e54fd5947474ddce07fb284ac469d9664e7a73,SOHTKMO12AB01843B0,58,1,1
25959,9f47e73fa4afd61e44c715d6415891a801459441,SOWKVVW12A8AE45E8C,7,1,1
28553,c1255748c06ee3f6440c51c439446886c7807095,SOITRTA12A6D4F8261,1,0,1
2310,a15075a926c1998d91940f118342ba8356efc7d4,SOYAIPB12A8C143D84,8,1,1
22631,9c2dfee26bbdd4fb19e9800244bea6e7181caeae,SOOGBWC12A8C140B96,1,0,1
18770,99259b34141119e5577009ae478cb9bf3f47f34d,SOFLJQZ12A6D4FADA6,7,1,1
9442,113255a012b2affeab62607563d03fbdf31b08e7,SOMCAFM12A58A7B024,11,1,1
16940,d4a037cfe94cd2fc8b0e8c6109fe5a986a9de9a6,SOUVDUK12A8AE489A3,1,0,1
8842,1f91494ea547a8eb6168ba08735a667667c47e04,SOQIOXQ12AAF3B2A37,7,1,1
17719,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOUFNSM12A58A77715,1,0,1
12132,5996aa0d1a973619e5a950c7f9b7f0132e0f865c,SODGVGW12AC9075A8D,4,1,1
31629,fe67eae6791418a5a85125145609f518f01efe48,SOXNOYN12A6D4FB4B4,3,1,1
7132,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOJTLHS12A8C13F633,1,0,1
24234,0ab9d9f7925520801fffa8b63287d799cfe9a5a4,SOWQOMG12A6701D1F3,1,0,1
20873,8f60fbacfa3387330c6114aec91aff41adc3379b,SOTVFIU12AC46878B7,1,0,1
6190,d91ca966f809ef4a77999b031c90fcd5253fecc0,SORVLRC12A8151E078,73,1,1
29373,20ecc83aa91f1aa3f08ec0e7c21777f8d85ee7e5,SOLOZRE12A8C133256,6,1,1
7688,6a8fb4968a5f3b0a5b3708258e2582f66001b15a,SOMRYYN12A6310F0F3,1,0,1
30981,7323c1c0cc06f5f77f61db323d00a0a628092848,SOUGAYN12A6D4F6E90,1,0,1
8241,5e4783b839d270419d7959ad49bd9402f154a7b4,SOSPXWA12AB0181875,4,1,1
19915,1c63c64dd51057426690f3d5ad7346c8cf25c78e,SOVQJRY12A81C210C0,68,1,1
23611,2c2790c0ce23f00f1b642fd356ec6854a133d083,SONGIPI12A8AE46162,1,0,1
9233,5bd7cd97b85c91408ef0134a3f7b15d84e01a24c,SOEGIYH12A6D4FC0E3,7,1,1
31488,9254a3fdc569428c3b1c3904db36d485c47e2544,SOQGSUC12A8C13B66D,8,1,1
22526,b33890c07bdc7497718af93cd00077e644440b49,SOXHIDK12A58A7CFB3,1,0,1
3726,25f83a09541073b1bde62e6e513cb938d3b148de,SOSSVAH12A6D4F9681,1,0,1
13881,7292940e88718a59e8310c6f53363fd5a76e7651,SOVWHPM12AB017DABB,6,1,1
9502,113255a012b2affeab62607563d03fbdf31b08e7,SOUFWFG12AC9072C7E,9,1,1
33347,2401e90ee6a2796f74cf01c5e808ae8a0540ad61,SOUOEMP12A8C13866E,66,1,1
14575,91cf50e35e3fa924450d86ecae248b7cea113f0b,SOSXLTC12AF72A7F54,5,1,1
32242,80f3cceeac5a7266b6d3696c04f21925e72bf9f4,SOYJJRX12A8C137A0F,5,1,1
9761,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOQZYQH12A8AE468E5,4,1,1
27850,ceac6b2713499c25cf217ec915063de66e26a586,SOJGSIO12A8C141DBF,30,1,1
20124,a2465c96340faf54e15445e66afc480a1760d01c,SOWRTJD12A8C132704,9,1,1
17921,cfd5725824fffc294548dbd8a237edc751e354dc,SOHYSXA12AB0186704,6,1,1
29863,2b3e60309a89ea57df2f9ffe7dcb5871fcc8bc83,SOZZIOH12A67ADE300,8,1,1
26618,e32ad2237aac1ac4971b6585686fc70ba6b5ffbf,SOPQLBY12A6310E992,1,0,1
33180,a4a068221b97aad518af038628daf1180e30113a,SOVMKIC12AF72A05CC,14,1,1
35356,0fb08af6e4cd85e39f0c939097792a95be3431ee,SOUCMUI12AB018C0C6,7,1,1
20658,787520b7886d0044cef96c4582890d05f762f76d,SOSLQQJ12AB017BDCC,12,1,1
23803,fd1ebc6caa7ad07c84677ba6bada683077bf0f15,SOWOMMY127F8096DF9,2,1,1
5769,2f72cbcbf49aac438f614626d86c5e93efb82206,SORJVDO12AF72A1970,6,1,1
5369,82b152c09a94dd4f7d4566080a00be441e3efbd9,SOFRQTD12A81C233C0,4,1,1
5482,82b152c09a94dd4f7d4566080a00be441e3efbd9,SOYCXUA12A8C133713,3,1,1
14972,7acf37b7dd44f5f0016cd9a6c38d3cb6655c6cbb,SOOGBWC12A8C140B96,7,1,1
30176,9784566a61c79b18b5d72584f3cc95ea134d14de,SOKKKZW12A6D4F7F88,17,1,1
28144,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SONQJCU12A8C144398,29,1,1
10295,b0a3d755fe4a6549e241676b0a388e9410749c05,SOUFTBI12AB0183F65,7,1,1
4322,e5b1a35349132afe4f96dd6b39cdc4d94031eb1b,SOWQWFF12A81C214F9,13,1,1
27222,67f2478f4356a9be264521f64b56db8de22bc9f5,SOXMOQF12A6701FB8B,10,1,1
18191,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOLCKAS12A8C14242A,2,1,1
892,e5b4f068ec1446a74564b4b8b8d13dcea7d27840,SOXFPND12AB017C9D1,3,1,1
9205,bd158e566db8d5879124cf177d2ee91e80362075,SOUDZSZ12A6D4FA238,1,0,1
12270,5996aa0d1a973619e5a950c7f9b7f0132e0f865c,SOUJVIT12A8C1451C1,4,1,1
35662,2744a71984cdf296fb94de2b9d5aa0f065ffb1ab,SOTIFJG12A6D4F786C,14,1,1
21797,138d73356c23e6e12aa82fb5dc9225428c196464,SOPKEIV12AB018220D,1,0,1
4989,79a1ba30cec2ee1509f3c2df697916fe901b37e9,SOXXVSU12A8C133445,1,0,1
13534,9bd994a555e00a952696e113880ab37bfd50d2d1,SOXQYSC12A6310E908,8,1,1
22987,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOMCMKG12A8C1347BF,5,1,1
31086,480f3a551bbcdb53f8eb28e44614aa7ce0cc8d0e,SOOGNOZ12AAF3B2936,14,1,1
31042,e6b18cffa2afad9245b7d9eb08390efeebef1f3b,SOXWYZP12AF72A42A6,1,0,1
31149,44bf2bb66daf59a20d7b7df64fda29ec16c74cb9,SOHZPIK12A58A7CCAE,1,0,1
26289,83b96cbafe0a9522343c83c26cd091d06001a091,SOWLCQY12A6D4F84CF,4,1,1
31869,02471b044e6bdff7c01e1ea2791214268ba5aaf4,SOXFPND12AB017C9D1,1,0,1
35060,954469357b2434a20c76e940eca93185141b7f9b,SOQOSMU12A8C138957,3,1,1
13019,a41d3edbc2798b6800fe15845a979150eb244b85,SOIBLKQ12AB0183E85,2,1,1
24684,ec6dfcf19485cb011e0b22637075037aae34cf26,SOSJDQJ12A8C13D4A9,5,1,1
23362,738759001498928d8dcb054cd53a1a0cfc200d36,SOZUPDR12A8C137FB6,5,1,1
19130,3379f558a480a79694e02d7f5b079f9a647896b6,SOWVBDQ12A8C13503D,1,0,1
31784,02471b044e6bdff7c01e1ea2791214268ba5aaf4,SOISNSU12AC468C0D8,2,1,1
24248,0ab9d9f7925520801fffa8b63287d799cfe9a5a4,SOYLLGK12A81C217A1,4,1,1
32911,13a2d690b099bcd3fdd256bd39aa14edadd5db08,SOMYXWV12A8C14232E,4,1,1
6014,7ffc14a55b6256c9fa73fc5c5761d210deb7f738,SOPAYPV12AB017DB0C,3,1,1
27091,ca658ff2092285a3fd7f1ccbc54e10211e184f66,SOLAUOW12A8C13A400,6,1,1
21528,35fcd4682de9c5da1291058a22910aca0bb6f106,SOUDGEV12A8C135FC9,5,1,1
6796,b6294fa6a76a84789d038b7133ddc308391bacc6,SOJKQSF12A6D4F5EE9,186,1,1
22756,f799c4ea9030eea12c078db1c1fcd5fa956e786b,SOERYLG12A6701F07F,56,1,1
9564,113255a012b2affeab62607563d03fbdf31b08e7,SOZZIOH12A67ADE300,4,1,1
25698,82c6fd88900f461fd0bd25ea28ebee94a76c66ec,SOKMHKY12AF72AB079,6,1,1
36784,7e543508a213f4f22e0cb54ecf2df9c370070a28,SOYRJTL12A67AD9551,1,0,1
16222,934438129c278fe6bb3de6a3275dba13891674ab,SOKUTUM12A6701D9CD,22,1,1
25940,9f47e73fa4afd61e44c715d6415891a801459441,SORQVPO12AF72A690C,22,1,1
22985,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOLWRZI12A6D4FC4F0,1,0,1
32890,13a2d690b099bcd3fdd256bd39aa14edadd5db08,SOHZPIK12A58A7CCAE,4,1,1
9566,73db3f91323a8989a83b886d56dae7c4b5e9f924,SODJWHY12A8C142CCE,12,1,1
4784,c15570ec9ccc9f4093fc51dba952de0558c74ae7,SOPIEIJ12A6D4F8F81,6,1,1
13742,aba3117aae6344fb8d28c711b87b2aa3f1c4be75,SOVFFSK12A6BD55C96,10,1,1
4994,79a1ba30cec2ee1509f3c2df697916fe901b37e9,SOYVSHP12A6702016E,4,1,1
30050,92d2e8ff105b7b7ddc163e740921cafdbcd815bf,SOXHYVQ12AB0187949,10,1,1
3697,25f83a09541073b1bde62e6e513cb938d3b148de,SOPAYPV12AB017DB0C,4,1,1
13442,e0892dd1ac13bb10434b026372e7a0d2fae62444,SOPSYOY12A8C142E0B,2,1,1
10021,20ad98ab543da9ec41c6ac3b6354c5ab3ca6bc5e,SOOFYTN12A6D4F9B35,5,1,1
9799,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOTVFIU12AC46878B7,3,1,1
11631,db6a78c78c9239aba33861dae7611a6893fb27d5,SOXBCZH12A67ADAD77,2,1,1
27501,42ac141a65053a2ba02c5380ccf7975022e307a6,SOTIDKX12A6D4FA7EA,1,0,1
21217,d973927bf4dc68e84e595f206f899631e74f5baa,SONQBUB12A6D4F8ED0,133,1,1
3077,b85e44249a1d26a378c0757442452525ecfa1abf,SOSSVAH12A6D4F9681,118,1,1
36521,33a1286454a3cff06e3c2324be746d2e23d7c270,SOSPXWA12AB0181875,1,0,1
151,371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOQIQZU12A6D4FB8B5,5,1,1
37227,73a9b86c602d2ab5eb151b77f58bb6e7315dd7b2,SOXEUDZ12A8C13145B,9,1,1
1420,81f0878d4707a39b4aecb412662f901e706adb35,SOUQQWB12AB01828AB,3,1,1
23064,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOUEGBF12AB017EFD5,7,1,1
14830,266d39cb5358ed2b9fded91bebb88e075bcf514e,SOUSMXX12AB0185C24,28,1,1
22544,90dd8f8ee085608b0f0562ae96a988fc62c618ae,SOSCIZP12AB0181D2F,117,1,1
10085,d5a0a13d3d1898d80ef470916a05794f664c14df,SORGVYS12A8AE48882,4,1,1
21399,690ab317e29d08acb0a11e82eb0f83428cf812f9,SOEPZQS12A8C1436C7,6,1,1
21873,138d73356c23e6e12aa82fb5dc9225428c196464,SOXJLLK12A8C139E3D,3,1,1
30471,4748dd6561d01b44a5add4c9e1e4282f1578bdcc,SOFKABN12A8AE476C6,8,1,1
28189,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SOUFTBI12AB0183F65,7,1,1
12848,7ce93f17fcdfe671e20526527eaf2a4812462171,SOFRQTD12A81C233C0,1,0,1
19622,55874081c91a71d9f7a13cd9e9f1538e23874370,SOHTKMO12AB01843B0,18,1,1
34958,c802248ec0f960549720bb9f409fec7264b8b2f9,SOKUECJ12A6D4F6129,10,1,1
17995,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SONHWUN12AC468C014,4,1,1
13909,99ac3d883681e21ea68071019dba828ce76fe94d,SOOSDMO12A6D4F80F9,5,1,1
37174,104bcda48463a99997f668b897c32234793cd514,SOVRMZU12AB017FE90,1,0,1
29397,20ecc83aa91f1aa3f08ec0e7c21777f8d85ee7e5,SOPJULC12A6D4F667F,1,0,1
3904,54d07c4eff369f457c7a5d1c0b9b6c48feb949f4,SOUNJIO12AB0181339,2,1,1
19006,6b50806e254895ec3c9a0cb1bee7ac30d80a0f77,SOQCNFV12A6701D92A,6,1,1
17730,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOUNJIO12AB0181339,1,0,1
